,artist,title,lastPos,rank,weeks,date
98,Kevin Gates Featuring August Alsina,I Don't Get Tired (#IDGT),0,99,1,2015-05-09
99,Sawyer Fredericks,Iris,0,100,1,2015-05-09
0,Wiz Khalifa Featuring Charlie Puth,See You Again,1,1,6,2015-05-02
1,Mark Ronson Featuring Bruno Mars,Uptown Funk!,2,2,23,2015-05-02
2,The Weeknd,Earned It (Fifty Shades Of Grey),6,3,17,2015-05-02
3,Maroon 5,Sugar,3,4,14,2015-05-02
4,Fetty Wap,Trap Queen,4,5,13,2015-05-02
5,Ellie Goulding,Love Me Like You Do,7,6,15,2015-05-02
6,Ed Sheeran,Thinking Out Loud,5,7,28,2015-05-02
7,WALK THE MOON,Shut Up And Dance,9,8,23,2015-05-02
8,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,8,9,23,2015-05-02
9,Natalie La Rose Featuring Jeremih,Somebody,11,10,13,2015-05-02
10,Jason Derulo,Want To Want Me,12,11,6,2015-05-02
11,Taylor Swift,Style,10,12,19,2015-05-02
12,Ariana Grande,One Last Time,15,13,10,2015-05-02
13,Nick Jonas,Chains,14,14,12,2015-05-02
14,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,16,15,15,2015-05-02
15,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,13,16,13,2015-05-02
16,Rihanna,B**** Better Have My Money,21,17,4,2015-05-02
17,Tove Lo,Talking Body,24,18,12,2015-05-02
18,Pitbull & Ne-Yo,Time Of Our Lives,17,19,19,2015-05-02
19,Sam Smith,Lay Me Down,20,20,11,2015-05-02
20,Sam Hunt,Take Your Time,22,21,16,2015-05-02
21,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,18,22,13,2015-05-02
22,Taylor Swift,Blank Space,19,23,25,2015-05-02
23,Meghan Trainor,Dear Future Husband,26,24,14,2015-05-02
24,Little Big Town,Girl Crush,56,25,9,2015-05-02
25,Hozier,Take Me To Church,23,26,36,2015-05-02
26,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,44,27,4,2015-05-02
27,Big Sean Featuring Drake,Blessings,28,28,11,2015-05-02
28,Chris Brown & Tyga,Ayo,25,29,15,2015-05-02
29,Zedd Featuring Selena Gomez,I Want You To Know,29,30,8,2015-05-02
30,Andy Grammer,"Honey, I'm Good.",34,31,8,2015-05-02
31,Taylor Swift,Shake It Off,27,32,35,2015-05-02
32,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,30,33,16,2015-05-02
33,Fifth Harmony Featuring Kid Ink,Worth It,39,34,9,2015-05-02
34,Meghan Trainor,All About That Bass,36,35,41,2015-05-02
35,Meghan Trainor,Lips Are Movin,33,36,26,2015-05-02
36,Sam Smith,I'm Not The Only One,32,37,33,2015-05-02
37,Trey Songz,Slow Motion,45,38,10,2015-05-02
38,Carly Rae Jepsen,I Really Like You,83,39,7,2015-05-02
39,Skrillex & Diplo With Justin Bieber,Where Are U Now,42,40,7,2015-05-02
40,Zac Brown Band,Homegrown,35,41,14,2015-05-02
41,Vance Joy,Riptide,38,42,43,2015-05-02
42,T-Wayne,Nasty Freestyle,0,43,1,2015-05-02
43,Kelly Clarkson,Heartbeat Song,31,44,14,2015-05-02
44,George Ezra,Budapest,43,45,12,2015-05-02
45,Fall Out Boy,Centuries,40,46,32,2015-05-02
46,Usher Featuring Juicy J,I Don't Mind,37,47,22,2015-05-02
47,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,41,48,25,2015-05-02
48,Nick Jonas,Jealous,48,49,32,2015-05-02
49,Sam Smith,Stay With Me,49,50,54,2015-05-02
50,Calvin Harris Featuring Ellie Goulding,Outside,46,51,19,2015-05-02
51,Sia,Elastic Heart,47,52,15,2015-05-02
52,Florida Georgia Line,Sippin' On Fire,59,53,6,2015-05-02
53,Silento,Watch Me,54,54,8,2015-05-02
54,DJ Snake & AlunaGeorge,You Know You Like It,67,55,4,2015-05-02
55,Lee Brice,Drinking Class,0,56,21,2015-05-02
56,Drake,Know Yourself,53,57,9,2015-05-02
57,Dierks Bentley,Say You Do,57,58,14,2015-05-02
58,Tyler Farr,A Guy Walks Into A Bar,62,59,16,2015-05-02
59,Billy Currington,Don't It,65,60,7,2015-05-02
60,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,52,61,7,2015-05-02
61,Keith Urban Featuring Eric Church,Raise 'Em Up,68,62,8,2015-05-02
62,Ciara,I Bet,71,63,8,2015-05-02
63,Sheppard,Geronimo,63,64,17,2015-05-02
64,Cole Swindell,Ain't Worth The Whiskey,55,65,16,2015-05-02
65,A Thousand Horses,Smoke,69,66,8,2015-05-02
66,Drake,Energy,60,67,10,2015-05-02
67,Kendrick Lamar,King Kunta,58,68,5,2015-05-02
68,Tori Kelly,Nobody Love,66,69,8,2015-05-02
69,Echosmith,Bright,76,70,5,2015-05-02
70,Mumford & Sons,Believe,72,71,6,2015-05-02
71,Miranda Lambert,Little Red Wagon,78,72,10,2015-05-02
72,Kenny Chesney With Grace Potter,Wild Child,89,73,5,2015-05-02
73,Dillon Francis & DJ Snake,Get Low,61,74,3,2015-05-02
74,Carrie Underwood,Little Toy Guns,77,75,5,2015-05-02
75,Future,Commas,79,76,3,2015-05-02
76,Eric Paslay,She Don't Love You,87,77,7,2015-05-02
77,Chris Young,Lonely Eyes,64,78,18,2015-05-02
78,LunchMoney Lewis,Bills,88,79,6,2015-05-02
79,Rachel Platten,Fight Song,0,80,1,2015-05-02
80,Lillywood & Robin Schulz,Prayer In C,74,81,20,2015-05-02
81,Drake,10 Bands,75,82,10,2015-05-02
82,Iggy Azalea Featuring Jennifer Hudson,Trouble,84,83,4,2015-05-02
83,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",Ride Out,70,84,2,2015-05-02
84,Tim McGraw With Catherine Dunn,Diamond Rings And Old Barstools,90,85,5,2015-05-02
85,Eric Church,Like A Wrecking Ball,93,86,4,2015-05-02
86,Major Lazer & DJ Snake Featuring MO,Lean On,100,87,2,2015-05-02
87,Wale Featuring Usher,The Matrimony,85,88,3,2015-05-02
88,Canaan Smith,Love You Like That,91,89,4,2015-05-02
89,Drake,Legend,73,90,10,2015-05-02
90,Rihanna,American Oxygen,0,91,1,2015-05-02
91,Kelsea Ballerini,Love Me Like You Mean It,94,92,3,2015-05-02
92,Blake Shelton,Sangria,0,93,1,2015-05-02
93,Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),95,94,4,2015-05-02
94,Nicki Minaj Featuring Beyonce,Feeling Myself,80,95,18,2015-05-02
95,Kid Ink Featuring DeJ Loaf,Be Real,0,96,1,2015-05-02
96,Easton Corbin,Baby Be My Love Song,99,97,2,2015-05-02
97,Sawyer Fredericks,Imagine,0,98,1,2015-05-02
98,X Ambassadors,Renegades,0,99,1,2015-05-02
99,Kimberly Nichole,House Of The Rising Sun,0,100,1,2015-05-02
0,Wiz Khalifa Featuring Charlie Puth,See You Again,10,1,5,2015-04-25
1,Mark Ronson Featuring Bruno Mars,Uptown Funk!,1,2,22,2015-04-25
2,Maroon 5,Sugar,2,3,13,2015-04-25
3,Fetty Wap,Trap Queen,6,4,12,2015-04-25
4,Ed Sheeran,Thinking Out Loud,5,5,27,2015-04-25
5,The Weeknd,Earned It (Fifty Shades Of Grey),4,6,16,2015-04-25
6,Ellie Goulding,Love Me Like You Do,3,7,14,2015-04-25
7,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,8,8,22,2015-04-25
8,WALK THE MOON,Shut Up And Dance,12,9,22,2015-04-25
9,Taylor Swift,Style,7,10,18,2015-04-25
10,Natalie La Rose Featuring Jeremih,Somebody,11,11,12,2015-04-25
11,Jason Derulo,Want To Want Me,14,12,5,2015-04-25
12,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,9,13,12,2015-04-25
13,Nick Jonas,Chains,13,14,11,2015-04-25
14,Ariana Grande,One Last Time,16,15,9,2015-04-25
15,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,22,16,14,2015-04-25
16,Pitbull & Ne-Yo,Time Of Our Lives,15,17,18,2015-04-25
17,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,18,18,12,2015-04-25
18,Taylor Swift,Blank Space,17,19,24,2015-04-25
19,Sam Smith,Lay Me Down,20,20,10,2015-04-25
20,Rihanna,B**** Better Have My Money,19,21,3,2015-04-25
21,Sam Hunt,Take Your Time,23,22,15,2015-04-25
22,Hozier,Take Me To Church,21,23,35,2015-04-25
23,Tove Lo,Talking Body,28,24,11,2015-04-25
24,Chris Brown & Tyga,Ayo,25,25,14,2015-04-25
25,Meghan Trainor,Dear Future Husband,39,26,13,2015-04-25
26,Taylor Swift,Shake It Off,26,27,34,2015-04-25
27,Big Sean Featuring Drake,Blessings,30,28,10,2015-04-25
28,Zedd Featuring Selena Gomez,I Want You To Know,27,29,7,2015-04-25
29,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,34,30,15,2015-04-25
30,Kelly Clarkson,Heartbeat Song,24,31,13,2015-04-25
31,Sam Smith,I'm Not The Only One,29,32,32,2015-04-25
32,Meghan Trainor,Lips Are Movin,33,33,25,2015-04-25
33,Andy Grammer,"Honey, I'm Good.",45,34,7,2015-04-25
34,Zac Brown Band,Homegrown,36,35,13,2015-04-25
35,Meghan Trainor,All About That Bass,37,36,40,2015-04-25
36,Usher Featuring Juicy J,I Don't Mind,31,37,21,2015-04-25
37,Vance Joy,Riptide,40,38,42,2015-04-25
38,Fifth Harmony Featuring Kid Ink,Worth It,41,39,8,2015-04-25
39,Fall Out Boy,Centuries,35,40,31,2015-04-25
40,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,38,41,24,2015-04-25
41,Skrillex & Diplo With Justin Bieber,Where Are U Now,64,42,6,2015-04-25
42,George Ezra,Budapest,46,43,11,2015-04-25
43,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,56,44,3,2015-04-25
44,Trey Songz,Slow Motion,51,45,9,2015-04-25
45,Calvin Harris Featuring Ellie Goulding,Outside,32,46,18,2015-04-25
46,Sia,Elastic Heart,52,47,14,2015-04-25
47,Nick Jonas,Jealous,44,48,31,2015-04-25
48,Sam Smith,Stay With Me,42,49,53,2015-04-25
49,Big Sean Featuring E-40,I Don't F**k With You,43,50,29,2015-04-25
50,Beyonce,7/11,49,51,20,2015-04-25
51,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,69,52,6,2015-04-25
52,Drake,Know Yourself,59,53,8,2015-04-25
53,Silento,Watch Me,60,54,7,2015-04-25
54,Cole Swindell,Ain't Worth The Whiskey,48,55,15,2015-04-25
55,Little Big Town,Girl Crush,54,56,8,2015-04-25
56,Dierks Bentley,Say You Do,57,57,13,2015-04-25
57,Kendrick Lamar,King Kunta,61,58,4,2015-04-25
58,Florida Georgia Line,Sippin' On Fire,76,59,5,2015-04-25
59,Drake,Energy,68,60,9,2015-04-25
60,Dillon Francis & DJ Snake,Get Low,77,61,2,2015-04-25
61,Tyler Farr,A Guy Walks Into A Bar,65,62,15,2015-04-25
62,Sheppard,Geronimo,63,63,16,2015-04-25
63,Chris Young,Lonely Eyes,53,64,17,2015-04-25
64,Billy Currington,Don't It,72,65,6,2015-04-25
65,Tori Kelly,Nobody Love,66,66,7,2015-04-25
66,DJ Snake & AlunaGeorge,You Know You Like It,83,67,3,2015-04-25
67,Keith Urban Featuring Eric Church,Raise 'Em Up,71,68,7,2015-04-25
68,A Thousand Horses,Smoke,75,69,7,2015-04-25
69,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",Ride Out,0,70,1,2015-04-25
70,Ciara,I Bet,67,71,7,2015-04-25
71,Mumford & Sons,Believe,78,72,5,2015-04-25
72,Drake,Legend,74,73,9,2015-04-25
73,Lillywood & Robin Schulz,Prayer In C,70,74,19,2015-04-25
74,Drake,10 Bands,82,75,9,2015-04-25
75,Echosmith,Bright,88,76,4,2015-04-25
76,Carrie Underwood,Little Toy Guns,86,77,4,2015-04-25
77,Miranda Lambert,Little Red Wagon,81,78,9,2015-04-25
78,Future,Commas,98,79,2,2015-04-25
79,Nicki Minaj Featuring Beyonce,Feeling Myself,85,80,17,2015-04-25
80,Darius Rucker,Homegrown Honey,62,81,20,2015-04-25
81,twenty one pilots,Tear In My Heart,0,82,1,2015-04-25
82,Carly Rae Jepsen,I Really Like You,80,83,6,2015-04-25
83,Iggy Azalea Featuring Jennifer Hudson,Trouble,73,84,3,2015-04-25
84,Wale Featuring Usher,The Matrimony,87,85,2,2015-04-25
85,Wiz Khalifa & Iggy Azalea,Go Hard Or Go Home,0,86,2,2015-04-25
86,Eric Paslay,She Don't Love You,89,87,6,2015-04-25
87,LunchMoney Lewis,Bills,84,88,5,2015-04-25
88,Kenny Chesney With Grace Potter,Wild Child,94,89,4,2015-04-25
89,Tim McGraw With Catherine Dunn,Diamond Rings And Old Barstools,93,90,4,2015-04-25
90,Canaan Smith,Love You Like That,95,91,3,2015-04-25
91,Fall Out Boy,Immortals,92,92,8,2015-04-25
92,Eric Church,Like A Wrecking Ball,96,93,3,2015-04-25
93,Kelsea Ballerini,Love Me Like You Mean It,97,94,2,2015-04-25
94,Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),90,95,3,2015-04-25
95,Thomas Rhett,Crash And Burn,0,96,1,2015-04-25
96,Ludacris Featuring Miguel,Good Lovin,91,97,2,2015-04-25
97,Who Is Fancy,Goodbye,0,98,1,2015-04-25
98,Easton Corbin,Baby Be My Love Song,0,99,1,2015-04-25
99,Major Lazer & DJ Snake Featuring MO,Lean On,0,100,1,2015-04-25
0,Mark Ronson Featuring Bruno Mars,Uptown Funk!,1,1,21,2015-04-18
1,Maroon 5,Sugar,2,2,12,2015-04-18
2,Ellie Goulding,Love Me Like You Do,4,3,13,2015-04-18
3,The Weeknd,Earned It (Fifty Shades Of Grey),5,4,15,2015-04-18
4,Ed Sheeran,Thinking Out Loud,3,5,26,2015-04-18
5,Fetty Wap,Trap Queen,6,6,11,2015-04-18
6,Taylor Swift,Style,7,7,17,2015-04-18
7,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,9,8,21,2015-04-18
8,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,8,9,11,2015-04-18
9,Wiz Khalifa Featuring Charlie Puth,See You Again,84,10,4,2015-04-18
10,Natalie La Rose Featuring Jeremih,Somebody,10,11,11,2015-04-18
11,WALK THE MOON,Shut Up And Dance,12,12,21,2015-04-18
12,Nick Jonas,Chains,19,13,10,2015-04-18
13,Jason Derulo,Want To Want Me,17,14,4,2015-04-18
14,Pitbull & Ne-Yo,Time Of Our Lives,11,15,17,2015-04-18
15,Ariana Grande,One Last Time,16,16,8,2015-04-18
16,Taylor Swift,Blank Space,13,17,23,2015-04-18
17,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,15,18,11,2015-04-18
18,Rihanna,B**** Better Have My Money,23,19,2,2015-04-18
19,Sam Smith,Lay Me Down,18,20,9,2015-04-18
20,Hozier,Take Me To Church,14,21,34,2015-04-18
21,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,22,22,13,2015-04-18
22,Sam Hunt,Take Your Time,20,23,14,2015-04-18
23,Kelly Clarkson,Heartbeat Song,31,24,12,2015-04-18
24,Chris Brown & Tyga,Ayo,21,25,13,2015-04-18
25,Taylor Swift,Shake It Off,24,26,33,2015-04-18
26,Zedd Featuring Selena Gomez,I Want You To Know,26,27,6,2015-04-18
27,Tove Lo,Talking Body,37,28,10,2015-04-18
28,Sam Smith,I'm Not The Only One,27,29,31,2015-04-18
29,Big Sean Featuring Drake,Blessings,30,30,9,2015-04-18
30,Usher Featuring Juicy J,I Don't Mind,28,31,20,2015-04-18
31,Calvin Harris Featuring Ellie Goulding,Outside,29,32,17,2015-04-18
32,Meghan Trainor,Lips Are Movin,25,33,24,2015-04-18
33,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,33,34,14,2015-04-18
34,Fall Out Boy,Centuries,34,35,30,2015-04-18
35,Zac Brown Band,Homegrown,36,36,12,2015-04-18
36,Meghan Trainor,All About That Bass,32,37,39,2015-04-18
37,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,35,38,23,2015-04-18
38,Meghan Trainor,Dear Future Husband,55,39,12,2015-04-18
39,Vance Joy,Riptide,38,40,41,2015-04-18
40,Fifth Harmony Featuring Kid Ink,Worth It,58,41,7,2015-04-18
41,Sam Smith,Stay With Me,39,42,52,2015-04-18
42,Big Sean Featuring E-40,I Don't F**k With You,40,43,28,2015-04-18
43,Nick Jonas,Jealous,41,44,30,2015-04-18
44,Andy Grammer,"Honey, I'm Good.",50,45,6,2015-04-18
45,George Ezra,Budapest,48,46,10,2015-04-18
46,Maroon 5,Animals,42,47,33,2015-04-18
47,Cole Swindell,Ain't Worth The Whiskey,49,48,14,2015-04-18
48,Beyonce,7/11,44,49,19,2015-04-18
49,One Direction,Night Changes,43,50,20,2015-04-18
50,Trey Songz,Slow Motion,51,51,8,2015-04-18
51,Sia,Elastic Heart,47,52,13,2015-04-18
52,Chris Young,Lonely Eyes,52,53,16,2015-04-18
53,Little Big Town,Girl Crush,45,54,7,2015-04-18
54,Ne-Yo Featuring Juicy J,She Knows,46,55,20,2015-04-18
55,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,70,56,2,2015-04-18
56,Dierks Bentley,Say You Do,60,57,12,2015-04-18
57,Imagine Dragons,I Bet My Life,54,58,22,2015-04-18
58,Drake,Know Yourself,57,59,7,2015-04-18
59,Silento,Watch Me,63,60,6,2015-04-18
60,Kendrick Lamar,King Kunta,78,61,3,2015-04-18
61,Darius Rucker,Homegrown Honey,53,62,19,2015-04-18
62,Sheppard,Geronimo,59,63,15,2015-04-18
63,Skrillex & Diplo With Justin Bieber,Where Are U Now,82,64,5,2015-04-18
64,Tyler Farr,A Guy Walks Into A Bar,64,65,14,2015-04-18
65,Tori Kelly,Nobody Love,68,66,6,2015-04-18
66,Ciara,I Bet,69,67,6,2015-04-18
67,Drake,Energy,61,68,8,2015-04-18
68,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,62,69,5,2015-04-18
69,Lillywood & Robin Schulz,Prayer In C,56,70,18,2015-04-18
70,Keith Urban Featuring Eric Church,Raise 'Em Up,77,71,6,2015-04-18
71,Billy Currington,Don't It,76,72,5,2015-04-18
72,Iggy Azalea Featuring Jennifer Hudson,Trouble,67,73,2,2015-04-18
73,Drake,Legend,65,74,8,2015-04-18
74,A Thousand Horses,Smoke,72,75,6,2015-04-18
75,Florida Georgia Line,Sippin' On Fire,81,76,4,2015-04-18
76,Dillon Francis & DJ Snake,Get Low,0,77,1,2015-04-18
77,Mumford & Sons,Believe,79,78,4,2015-04-18
78,O.T. Genasis,CoCo,71,79,20,2015-04-18
79,Carly Rae Jepsen,I Really Like You,89,80,5,2015-04-18
80,Miranda Lambert,Little Red Wagon,73,81,8,2015-04-18
81,Drake,10 Bands,74,82,8,2015-04-18
82,DJ Snake & AlunaGeorge,You Know You Like It,99,83,2,2015-04-18
83,LunchMoney Lewis,Bills,85,84,4,2015-04-18
84,Nicki Minaj Featuring Beyonce,Feeling Myself,75,85,16,2015-04-18
85,Carrie Underwood,Little Toy Guns,90,86,3,2015-04-18
86,Wale Featuring Usher,The Matrimony,0,87,1,2015-04-18
87,Echosmith,Bright,93,88,3,2015-04-18
88,Eric Paslay,She Don't Love You,86,89,5,2015-04-18
89,Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),66,90,2,2015-04-18
90,Ludacris Featuring Miguel,Good Lovin,0,91,1,2015-04-18
91,Fall Out Boy,Immortals,87,92,7,2015-04-18
92,Tim McGraw With Catherine Dunn,Diamond Rings And Old Barstools,92,93,3,2015-04-18
93,Kenny Chesney With Grace Potter,Wild Child,98,94,3,2015-04-18
94,Canaan Smith,Love You Like That,96,95,2,2015-04-18
95,Eric Church,Like A Wrecking Ball,100,96,2,2015-04-18
96,Kelsea Ballerini,Love Me Like You Mean It,0,97,1,2015-04-18
97,Future,Commas,0,98,1,2015-04-18
98,J. Cole,Apparently,83,99,16,2015-04-18
99,Luke Bryan,I See You,97,100,19,2015-04-18
0,Mark Ronson Featuring Bruno Mars,Uptown Funk!,1,1,20,2015-04-11
1,Maroon 5,Sugar,2,2,11,2015-04-11
2,Ed Sheeran,Thinking Out Loud,3,3,25,2015-04-11
3,Ellie Goulding,Love Me Like You Do,4,4,12,2015-04-11
4,The Weeknd,Earned It (Fifty Shades Of Grey),6,5,14,2015-04-11
5,Fetty Wap,Trap Queen,8,6,10,2015-04-11
6,Taylor Swift,Style,7,7,16,2015-04-11
7,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,5,8,10,2015-04-11
8,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,10,9,20,2015-04-11
9,Natalie La Rose Featuring Jeremih,Somebody,13,10,10,2015-04-11
10,Pitbull & Ne-Yo,Time Of Our Lives,9,11,16,2015-04-11
11,WALK THE MOON,Shut Up And Dance,15,12,20,2015-04-11
12,Taylor Swift,Blank Space,11,13,22,2015-04-11
13,Hozier,Take Me To Church,12,14,33,2015-04-11
14,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,14,15,10,2015-04-11
15,Ariana Grande,One Last Time,16,16,7,2015-04-11
16,Jason Derulo,Want To Want Me,27,17,3,2015-04-11
17,Sam Smith,Lay Me Down,18,18,8,2015-04-11
18,Nick Jonas,Chains,20,19,9,2015-04-11
19,Sam Hunt,Take Your Time,21,20,13,2015-04-11
20,Chris Brown & Tyga,Ayo,22,21,12,2015-04-11
21,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,32,22,12,2015-04-11
22,Rihanna,B**** Better Have My Money,0,23,1,2015-04-11
23,Taylor Swift,Shake It Off,24,24,32,2015-04-11
24,Meghan Trainor,Lips Are Movin,17,25,23,2015-04-11
25,Zedd Featuring Selena Gomez,I Want You To Know,26,26,5,2015-04-11
26,Sam Smith,I'm Not The Only One,23,27,30,2015-04-11
27,Usher Featuring Juicy J,I Don't Mind,19,28,19,2015-04-11
28,Calvin Harris Featuring Ellie Goulding,Outside,30,29,16,2015-04-11
29,Big Sean Featuring Drake,Blessings,33,30,8,2015-04-11
30,Kelly Clarkson,Heartbeat Song,28,31,11,2015-04-11
31,Meghan Trainor,All About That Bass,25,32,38,2015-04-11
32,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,51,33,13,2015-04-11
33,Fall Out Boy,Centuries,29,34,29,2015-04-11
34,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,31,35,22,2015-04-11
35,Zac Brown Band,Homegrown,41,36,11,2015-04-11
36,Tove Lo,Talking Body,39,37,9,2015-04-11
37,Vance Joy,Riptide,40,38,40,2015-04-11
38,Sam Smith,Stay With Me,37,39,51,2015-04-11
39,Big Sean Featuring E-40,I Don't F**k With You,34,40,27,2015-04-11
40,Nick Jonas,Jealous,38,41,29,2015-04-11
41,Maroon 5,Animals,35,42,32,2015-04-11
42,One Direction,Night Changes,45,43,19,2015-04-11
43,Beyonce,7/11,42,44,18,2015-04-11
44,Little Big Town,Girl Crush,95,45,6,2015-04-11
45,Ne-Yo Featuring Juicy J,She Knows,36,46,19,2015-04-11
46,Sia,Elastic Heart,48,47,12,2015-04-11
47,George Ezra,Budapest,62,48,9,2015-04-11
48,Cole Swindell,Ain't Worth The Whiskey,43,49,13,2015-04-11
49,Andy Grammer,"Honey, I'm Good.",56,50,5,2015-04-11
50,Trey Songz,Slow Motion,58,51,7,2015-04-11
51,Chris Young,Lonely Eyes,50,52,15,2015-04-11
52,Darius Rucker,Homegrown Honey,55,53,18,2015-04-11
53,Imagine Dragons,I Bet My Life,54,54,21,2015-04-11
54,Meghan Trainor,Dear Future Husband,47,55,11,2015-04-11
55,Lillywood & Robin Schulz,Prayer In C,44,56,17,2015-04-11
56,Drake,Know Yourself,57,57,6,2015-04-11
57,Fifth Harmony Featuring Kid Ink,Worth It,78,58,6,2015-04-11
58,Sheppard,Geronimo,59,59,14,2015-04-11
59,Dierks Bentley,Say You Do,65,60,11,2015-04-11
60,Drake,Energy,52,61,7,2015-04-11
61,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,53,62,4,2015-04-11
62,Silento,Watch Me,69,63,5,2015-04-11
63,Tyler Farr,A Guy Walks Into A Bar,73,64,13,2015-04-11
64,Drake,Legend,63,65,7,2015-04-11
65,Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),0,66,1,2015-04-11
66,Iggy Azalea Featuring Jennifer Hudson,Trouble,0,67,1,2015-04-11
67,Tori Kelly,Nobody Love,74,68,5,2015-04-11
68,Ciara,I Bet,60,69,5,2015-04-11
69,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,0,70,1,2015-04-11
70,O.T. Genasis,CoCo,64,71,19,2015-04-11
71,A Thousand Horses,Smoke,77,72,5,2015-04-11
72,Miranda Lambert,Little Red Wagon,72,73,7,2015-04-11
73,Drake,10 Bands,76,74,7,2015-04-11
74,Nicki Minaj Featuring Beyonce,Feeling Myself,71,75,15,2015-04-11
75,Billy Currington,Don't It,81,76,4,2015-04-11
76,Keith Urban Featuring Eric Church,Raise 'Em Up,79,77,5,2015-04-11
77,Kendrick Lamar,King Kunta,61,78,2,2015-04-11
78,Mumford & Sons,Believe,67,79,3,2015-04-11
79,Breaking Benjamin,Failure,0,80,1,2015-04-11
80,Florida Georgia Line,Sippin' On Fire,96,81,3,2015-04-11
81,Skrillex & Diplo With Justin Bieber,Where Are U Now,98,82,4,2015-04-11
82,J. Cole,Apparently,75,83,15,2015-04-11
83,Wiz Khalifa Featuring Charlie Puth,See You Again,82,84,3,2015-04-11
84,LunchMoney Lewis,Bills,93,85,3,2015-04-11
85,Eric Paslay,She Don't Love You,97,86,4,2015-04-11
86,Fall Out Boy,Immortals,85,87,6,2015-04-11
87,Blake Shelton Featuring Ashley Monroe,Lonely Tonight,80,88,17,2015-04-11
88,Carly Rae Jepsen,I Really Like You,87,89,4,2015-04-11
89,Carrie Underwood,Little Toy Guns,0,90,2,2015-04-11
90,Action Bronson Featuring Chance The Rapper,Baby Blue,0,91,1,2015-04-11
91,Tim McGraw With Catherine Dunn,Diamond Rings And Old Barstools,0,92,2,2015-04-11
92,Echosmith,Bright,0,93,2,2015-04-11
93,Jason Aldean,Just Gettin' Started,70,94,18,2015-04-11
94,Thomas Rhett,Make Me Wanna,89,95,20,2015-04-11
95,Canaan Smith,Love You Like That,0,96,1,2015-04-11
96,Luke Bryan,I See You,90,97,18,2015-04-11
97,Kenny Chesney With Grace Potter,Wild Child,0,98,2,2015-04-11
98,DJ Snake & AlunaGeorge,You Know You Like It,0,99,1,2015-04-11
99,Eric Church,Like A Wrecking Ball,0,100,1,2015-04-11
0,Mark Ronson Featuring Bruno Mars,Uptown Funk!,1,1,19,2015-04-04
1,Maroon 5,Sugar,2,2,10,2015-04-04
2,Ed Sheeran,Thinking Out Loud,3,3,24,2015-04-04
3,Ellie Goulding,Love Me Like You Do,4,4,11,2015-04-04
4,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,5,5,9,2015-04-04
5,The Weeknd,Earned It (Fifty Shades Of Grey),6,6,13,2015-04-04
6,Taylor Swift,Style,7,7,15,2015-04-04
7,Fetty Wap,Trap Queen,10,8,9,2015-04-04
8,Pitbull & Ne-Yo,Time Of Our Lives,9,9,15,2015-04-04
9,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,13,10,19,2015-04-04
10,Taylor Swift,Blank Space,12,11,21,2015-04-04
