,artist,title,lastPos,rank,weeks,date
49,Eli Young Band,Love Ain't,60,50,5,2019-05-25
50,Jhene Aiko,Triggered,0,51,1,2019-05-25
51,YNW Melly,Murder On My Mind,49,52,17,2019-05-25
52,Lee Brice,Rumor,57,53,10,2019-05-25
53,P!nk,Walk Me Home,58,54,11,2019-05-25
54,Offset Featuring Cardi B,Clout,44,55,6,2019-05-25
55,Lil Baby,Close Friends,54,56,29,2019-05-25
56,Pinkfong,Baby Shark,62,57,20,2019-05-25
57,YK Osiris,Worth It,52,58,13,2019-05-25
58,Lil Uzi Vert,Sanguine Paradise,47,59,5,2019-05-25
59,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,53,60,14,2019-05-25
60,BTS Featuring Halsey,Boy With Luv,51,61,5,2019-05-25
61,Yo Gotti Featuring Lil Baby,Put A Date On It,80,62,16,2019-05-25
62,Kelsea Ballerini,Miss Me More,64,63,15,2019-05-25
63,Jonas Brothers,Cool,70,64,6,2019-05-25
64,Megan Thee Stallion,Big Ole Freak,65,65,6,2019-05-25
65,Mabel,Don't Call Me Up,69,66,8,2019-05-25
66,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle,73,67,7,2019-05-25
67,Jon Pardi,Night Shift,56,68,13,2019-05-25
68,Lil Dicky,Earth,61,69,4,2019-05-25
69,Maren Morris,GIRL,72,70,11,2019-05-25
70,Beyonce,Before I Let Go,67,71,4,2019-05-25
71,Summer Walker X Drake,Girls Need Love,75,72,12,2019-05-25
72,"Lunay, Daddy Yankee & Bad Bunny",Soltera,0,73,1,2019-05-25
73,Brett Young,Here Tonight,66,74,19,2019-05-25
74,Juice WRLD,Robbery,74,75,13,2019-05-25
75,Pedro Capo X Farruko,Calma,77,76,9,2019-05-25
76,Florida Georgia Line,Talk You Out Of It,79,77,13,2019-05-25
77,Brett Eldredge,Love Someone,89,78,4,2019-05-25
78,"YG, Tyga & Jon Z",Go Loko,71,79,2,2019-05-25
79,Old Dominion,Make It Sweet,76,80,20,2019-05-25
80,NLE Choppa,Shotta Flow,82,81,4,2019-05-25
81,YNW Melly Featuring Kanye West,Mixed Personalities,78,82,17,2019-05-25
82,Luke Bryan,Knockin' Boots,84,83,3,2019-05-25
83,Meek Mill Featuring Ella Mai,24/7,85,84,6,2019-05-25
84,Lewis Capaldi,Someone You Loved,0,85,1,2019-05-25
85,Cody Johnson,On My Way To You,87,86,12,2019-05-25
86,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila,88,87,3,2019-05-25
87,Ella Mai,Shot Clock,92,88,16,2019-05-25
88,Lauv & Troye Sivan,I'm So Tired...,81,89,6,2019-05-25
89,Billie Eilish,Ocean Eyes,93,90,13,2019-05-25
90,Bazzi,Paradise,98,91,2,2019-05-25
91,Billie Eilish,You Should See Me In A Crown,86,92,8,2019-05-25
92,Dan + Shay,All To Myself,96,93,2,2019-05-25
93,Avicii Featuring Aloe Blacc,SOS,0,94,4,2019-05-25
94,Nicky Jam X Ozuna,Te Robare,0,95,1,2019-05-25
95,Billie Eilish,Wish You Were Gay,94,96,11,2019-05-25
96,Lil Uzi Vert,That's A Rack,83,97,5,2019-05-25
97,2 Chainz Featuring Ariana Grande,Rule The World,0,98,2,2019-05-25
98,Roddy Ricch,Die Young,99,99,2,2019-05-25
99,Lizzo,Juice,0,100,1,2019-05-25
0,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,1,1,10,2019-05-18
1,Shawn Mendes,If I Can't Have You,0,2,1,2019-05-18
2,Taylor Swift Featuring Brendon Urie,ME!,2,3,3,2019-05-18
3,Jonas Brothers,Sucker,4,4,10,2019-05-18
4,Logic Featuring Eminem,Homicide,0,5,1,2019-05-18
5,Post Malone,Wow.,3,6,20,2019-05-18
6,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),5,7,29,2019-05-18
7,Halsey,Without Me,7,8,31,2019-05-18
8,Billie Eilish,Bad Guy,9,9,6,2019-05-18
9,Ariana Grande,7 Rings,6,10,16,2019-05-18
10,Sam Smith & Normani,Dancing With A Stranger,8,11,17,2019-05-18
11,Khalid,Talk,10,12,13,2019-05-18
12,Ava Max,Sweet But Psycho,11,13,21,2019-05-18
13,J. Cole,Middle Child,12,14,16,2019-05-18
14,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",13,15,13,2019-05-18
15,Marshmello & Bastille,Happier,14,16,38,2019-05-18
16,Meek Mill Featuring Drake,Going Bad,16,17,23,2019-05-18
17,"benny blanco, Halsey & Khalid",Eastside,17,18,43,2019-05-18
18,Lady Gaga & Bradley Cooper,Shallow,15,19,32,2019-05-18
19,Panic! At The Disco,High Hopes,18,20,40,2019-05-18
20,Khalid,Better,20,21,34,2019-05-18
21,DaBaby,Suge,27,22,6,2019-05-18
22,Cardi B & Bruno Mars,Please Me,19,23,12,2019-05-18
23,Mustard & Migos,Pure Water,23,24,15,2019-05-18
24,Maroon 5 Featuring Cardi B,Girls Like You,21,25,50,2019-05-18
25,Travis Scott,Sicko Mode,24,26,40,2019-05-18
26,A Boogie Wit da Hoodie,Look Back At It,29,27,22,2019-05-18
27,Morgan Wallen,Whiskey Glasses,33,28,10,2019-05-18
28,City Girls,Act Up,30,29,10,2019-05-18
29,21 Savage,A Lot,22,30,20,2019-05-18
30,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,35,31,14,2019-05-18
31,Luke Combs,Beautiful Crazy,28,32,26,2019-05-18
32,Blake Shelton,God's Country,34,33,6,2019-05-18
33,Marshmello Featuring CHVRCHES,Here With Me,31,34,9,2019-05-18
34,Calboy,Envy Me,32,35,21,2019-05-18
35,Blueface,Thotiana,25,36,17,2019-05-18
36,Dean Lewis,Be Alright,26,37,28,2019-05-18
37,Chase Rice,Eyes On You,38,38,12,2019-05-18
38,Polo G Featuring Lil Tjay,Pop Out,51,39,7,2019-05-18
39,Billie Eilish,When The Party's Over,39,40,26,2019-05-18
40,Lil Baby & Gunna,Drip Too Hard,37,41,34,2019-05-18
41,Kane Brown,Good As You,46,42,11,2019-05-18
42,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,36,43,25,2019-05-18
43,Offset Featuring Cardi B,Clout,47,44,5,2019-05-18
44,Lauren Daigle,You Say,43,45,43,2019-05-18
45,Billie Eilish,Bury A Friend,45,46,15,2019-05-18
46,Lil Uzi Vert,Sanguine Paradise,42,47,4,2019-05-18
47,Ariana Grande,"Thank U, Next",48,48,27,2019-05-18
48,YNW Melly,Murder On My Mind,44,49,16,2019-05-18
49,Lizzo,Truth Hurts,0,50,1,2019-05-18
50,BTS Featuring Halsey,Boy With Luv,40,51,4,2019-05-18
51,YK Osiris,Worth It,57,52,12,2019-05-18
52,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,52,53,13,2019-05-18
53,Lil Baby,Close Friends,56,54,28,2019-05-18
54,Thomas Rhett,Look What God Gave Her,53,55,10,2019-05-18
55,Jon Pardi,Night Shift,59,56,12,2019-05-18
56,Lee Brice,Rumor,61,57,9,2019-05-18
57,P!nk,Walk Me Home,49,58,10,2019-05-18
58,Panic! At The Disco,"Hey Look Ma, I Made It",66,59,4,2019-05-18
59,Eli Young Band,Love Ain't,60,60,4,2019-05-18
60,Lil Dicky,Earth,41,61,3,2019-05-18
61,Pinkfong,Baby Shark,55,62,19,2019-05-18
62,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,58,63,20,2019-05-18
63,Kelsea Ballerini,Miss Me More,62,64,14,2019-05-18
64,Megan Thee Stallion,Big Ole Freak,70,65,5,2019-05-18
65,Brett Young,Here Tonight,54,66,18,2019-05-18
66,Beyonce,Before I Let Go,65,67,3,2019-05-18
67,Luke Combs,Beer Never Broke My Heart,0,68,1,2019-05-18
68,Mabel,Don't Call Me Up,71,69,7,2019-05-18
69,Jonas Brothers,Cool,72,70,5,2019-05-18
70,"YG, Tyga & Jon Z",Go Loko,0,71,1,2019-05-18
71,Maren Morris,GIRL,75,72,10,2019-05-18
72,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle,63,73,6,2019-05-18
73,Juice WRLD,Robbery,68,74,12,2019-05-18
74,Summer Walker X Drake,Girls Need Love,74,75,11,2019-05-18
75,Old Dominion,Make It Sweet,64,76,19,2019-05-18
76,Pedro Capo X Farruko,Calma,73,77,8,2019-05-18
77,YNW Melly Featuring Kanye West,Mixed Personalities,76,78,16,2019-05-18
78,Florida Georgia Line,Talk You Out Of It,82,79,12,2019-05-18
79,Yo Gotti Featuring Lil Baby,Put A Date On It,81,80,15,2019-05-18
80,Lauv & Troye Sivan,I'm So Tired...,83,81,5,2019-05-18
81,NLE Choppa,Shotta Flow,86,82,3,2019-05-18
82,Lil Uzi Vert,That's A Rack,77,83,4,2019-05-18
83,Luke Bryan,Knockin' Boots,94,84,2,2019-05-18
84,Meek Mill Featuring Ella Mai,24/7,97,85,5,2019-05-18
85,Billie Eilish,You Should See Me In A Crown,80,86,7,2019-05-18
86,Cody Johnson,On My Way To You,84,87,11,2019-05-18
87,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila,69,88,2,2019-05-18
88,Brett Eldredge,Love Someone,91,89,3,2019-05-18
89,"SZA, The Weeknd & Travis Scott",Power Is Power,92,90,2,2019-05-18
90,PnB Rock & XXXTENTACION,Middle Child,0,91,1,2019-05-18
91,Ella Mai,Shot Clock,87,92,15,2019-05-18
92,Billie Eilish,Ocean Eyes,88,93,12,2019-05-18
93,Billie Eilish,Wish You Were Gay,79,94,10,2019-05-18
94,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been Waiting,78,95,9,2019-05-18
95,Dan + Shay,All To Myself,0,96,1,2019-05-18
96,Anuel AA & Karol G,Secreto,89,97,11,2019-05-18
97,Bazzi,Paradise,0,98,1,2019-05-18
98,Roddy Ricch,Die Young,0,99,1,2019-05-18
99,Ski Mask The Slump God,Faucet Failure,93,100,11,2019-05-18
0,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,1,1,9,2019-05-11
1,Taylor Swift Featuring Brendon Urie,ME!,100,2,2,2019-05-11
2,Post Malone,Wow.,2,3,19,2019-05-11
3,Jonas Brothers,Sucker,5,4,9,2019-05-11
4,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),3,5,28,2019-05-11
5,Ariana Grande,7 Rings,4,6,15,2019-05-11
6,Halsey,Without Me,6,7,30,2019-05-11
7,Sam Smith & Normani,Dancing With A Stranger,7,8,16,2019-05-11
8,Billie Eilish,Bad Guy,9,9,5,2019-05-11
9,Khalid,Talk,8,10,12,2019-05-11
10,Ava Max,Sweet But Psycho,11,11,20,2019-05-11
11,J. Cole,Middle Child,10,12,15,2019-05-11
12,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",14,13,12,2019-05-11
13,Marshmello & Bastille,Happier,12,14,37,2019-05-11
14,Lady Gaga & Bradley Cooper,Shallow,15,15,31,2019-05-11
15,Meek Mill Featuring Drake,Going Bad,16,16,22,2019-05-11
16,"benny blanco, Halsey & Khalid",Eastside,18,17,42,2019-05-11
17,Panic! At The Disco,High Hopes,20,18,39,2019-05-11
18,Cardi B & Bruno Mars,Please Me,13,19,11,2019-05-11
19,Khalid,Better,19,20,33,2019-05-11
20,Maroon 5 Featuring Cardi B,Girls Like You,22,21,49,2019-05-11
21,21 Savage,A Lot,24,22,19,2019-05-11
22,Mustard & Migos,Pure Water,23,23,14,2019-05-11
23,Travis Scott,Sicko Mode,25,24,39,2019-05-11
24,Blueface,Thotiana,21,25,16,2019-05-11
25,Dean Lewis,Be Alright,27,26,27,2019-05-11
26,DaBaby,Suge,46,27,5,2019-05-11
27,Luke Combs,Beautiful Crazy,26,28,25,2019-05-11
28,A Boogie Wit da Hoodie,Look Back At It,28,29,21,2019-05-11
29,City Girls,Act Up,30,30,9,2019-05-11
30,Marshmello Featuring CHVRCHES,Here With Me,37,31,8,2019-05-11
31,Calboy,Envy Me,31,32,20,2019-05-11
32,Morgan Wallen,Whiskey Glasses,48,33,9,2019-05-11
33,Blake Shelton,God's Country,43,34,5,2019-05-11
34,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,34,35,13,2019-05-11
35,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,29,36,24,2019-05-11
36,Lil Baby & Gunna,Drip Too Hard,33,37,33,2019-05-11
37,Chase Rice,Eyes On You,44,38,11,2019-05-11
38,Billie Eilish,When The Party's Over,38,39,25,2019-05-11
39,BTS Featuring Halsey,Boy With Luv,40,40,3,2019-05-11
40,Lil Dicky,Earth,17,41,2,2019-05-11
41,Lil Uzi Vert,Sanguine Paradise,32,42,3,2019-05-11
42,Lauren Daigle,You Say,45,43,42,2019-05-11
43,YNW Melly,Murder On My Mind,35,44,15,2019-05-11
44,Billie Eilish,Bury A Friend,36,45,14,2019-05-11
45,Kane Brown,Good As You,52,46,10,2019-05-11
46,Offset Featuring Cardi B,Clout,39,47,4,2019-05-11
47,Ariana Grande,"Thank U, Next",41,48,26,2019-05-11
48,P!nk,Walk Me Home,62,49,9,2019-05-11
49,5 Seconds Of Summer,Youngblood,50,50,48,2019-05-11
50,Polo G Featuring Lil Tjay,Pop Out,60,51,6,2019-05-11
51,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,55,52,12,2019-05-11
52,Thomas Rhett,Look What God Gave Her,53,53,9,2019-05-11
53,Brett Young,Here Tonight,49,54,17,2019-05-11
54,Pinkfong,Baby Shark,47,55,18,2019-05-11
55,Lil Baby,Close Friends,57,56,27,2019-05-11
56,YK Osiris,Worth It,58,57,11,2019-05-11
57,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,54,58,19,2019-05-11
58,Jon Pardi,Night Shift,61,59,11,2019-05-11
59,Eli Young Band,Love Ain't,68,60,3,2019-05-11
60,Lee Brice,Rumor,67,61,8,2019-05-11
61,Kelsea Ballerini,Miss Me More,59,62,13,2019-05-11
62,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle,51,63,5,2019-05-11
63,Old Dominion,Make It Sweet,56,64,18,2019-05-11
64,Beyonce,Before I Let Go,75,65,2,2019-05-11
65,Panic! At The Disco,"Hey Look Ma, I Made It",80,66,3,2019-05-11
66,ScHoolboy Q Featuring 21 Savage,Floating,0,67,1,2019-05-11
67,Juice WRLD,Robbery,66,68,11,2019-05-11
68,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila,0,69,1,2019-05-11
69,Megan Thee Stallion,Big Ole Freak,76,70,4,2019-05-11
70,Mabel,Don't Call Me Up,70,71,6,2019-05-11
71,Jonas Brothers,Cool,69,72,4,2019-05-11
72,Pedro Capo X Farruko,Calma,71,73,7,2019-05-11
73,Summer Walker X Drake,Girls Need Love,72,74,10,2019-05-11
74,Maren Morris,GIRL,74,75,9,2019-05-11
75,YNW Melly Featuring Kanye West,Mixed Personalities,63,76,15,2019-05-11
76,Lil Uzi Vert,That's A Rack,82,77,3,2019-05-11
77,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been Waiting,64,78,8,2019-05-11
78,Billie Eilish,Wish You Were Gay,73,79,9,2019-05-11
79,Billie Eilish,You Should See Me In A Crown,65,80,6,2019-05-11
80,Yo Gotti Featuring Lil Baby,Put A Date On It,77,81,14,2019-05-11
81,Florida Georgia Line,Talk You Out Of It,78,82,11,2019-05-11
82,Lauv & Troye Sivan,I'm So Tired...,81,83,4,2019-05-11
83,Cody Johnson,On My Way To You,89,84,10,2019-05-11
84,ScHoolboy Q + Travis Scott,CHopstix,0,85,1,2019-05-11
85,NLE Choppa,Shotta Flow,96,86,2,2019-05-11
86,Ella Mai,Shot Clock,79,87,14,2019-05-11
87,Billie Eilish,Ocean Eyes,84,88,11,2019-05-11
88,Anuel AA & Karol G,Secreto,83,89,10,2019-05-11
89,"Marshmello, Tyga & Chris Brown",Light It Up,0,90,1,2019-05-11
90,Brett Eldredge,Love Someone,93,91,2,2019-05-11
91,"SZA, The Weeknd & Travis Scott",Power Is Power,0,92,1,2019-05-11
92,Ski Mask The Slump God,Faucet Failure,88,93,10,2019-05-11
93,Luke Bryan,Knockin' Boots,0,94,1,2019-05-11
94,ScHoolboy Q,Numb Numb Juice,0,95,2,2019-05-11
95,P!nk Featuring Chris Stapleton,Love Me Anyway,0,96,1,2019-05-11
96,Meek Mill Featuring Ella Mai,24/7,0,97,4,2019-05-11
97,YG,Stop Snitching,0,98,1,2019-05-11
98,Avicii Featuring Aloe Blacc,SOS,87,99,3,2019-05-11
99,BLACKPINK,Kill This Love,86,100,4,2019-05-11
0,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,1,1,8,2019-05-04
1,Post Malone,Wow.,2,2,18,2019-05-04
2,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),3,3,27,2019-05-04
3,Ariana Grande,7 Rings,4,4,14,2019-05-04
4,Jonas Brothers,Sucker,6,5,8,2019-05-04
5,Halsey,Without Me,5,6,29,2019-05-04
6,Sam Smith & Normani,Dancing With A Stranger,7,7,15,2019-05-04
7,Khalid,Talk,20,8,11,2019-05-04
8,Billie Eilish,Bad Guy,9,9,4,2019-05-04
9,J. Cole,Middle Child,11,10,14,2019-05-04
10,Ava Max,Sweet But Psycho,13,11,19,2019-05-04
11,Marshmello & Bastille,Happier,12,12,36,2019-05-04
12,Cardi B & Bruno Mars,Please Me,10,13,10,2019-05-04
13,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",18,14,11,2019-05-04
14,Lady Gaga & Bradley Cooper,Shallow,16,15,30,2019-05-04
15,Meek Mill Featuring Drake,Going Bad,15,16,21,2019-05-04
16,Lil Dicky,Earth,0,17,1,2019-05-04
17,"benny blanco, Halsey & Khalid",Eastside,19,18,41,2019-05-04
18,Khalid,Better,17,19,32,2019-05-04
19,Panic! At The Disco,High Hopes,21,20,38,2019-05-04
20,Blueface,Thotiana,14,21,15,2019-05-04
21,Maroon 5 Featuring Cardi B,Girls Like You,23,22,48,2019-05-04
22,Mustard & Migos,Pure Water,33,23,13,2019-05-04
23,21 Savage,A Lot,22,24,18,2019-05-04
24,Travis Scott,Sicko Mode,26,25,38,2019-05-04
25,Luke Combs,Beautiful Crazy,24,26,24,2019-05-04
26,Dean Lewis,Be Alright,30,27,26,2019-05-04
27,A Boogie Wit da Hoodie,Look Back At It,37,28,20,2019-05-04
28,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,25,29,23,2019-05-04
29,City Girls,Act Up,36,30,8,2019-05-04
30,Calboy,Envy Me,35,31,19,2019-05-04
31,Lil Uzi Vert,Sanguine Paradise,28,32,2,2019-05-04
32,Lil Baby & Gunna,Drip Too Hard,32,33,32,2019-05-04
33,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,56,34,12,2019-05-04
34,YNW Melly,Murder On My Mind,29,35,14,2019-05-04
35,Billie Eilish,Bury A Friend,31,36,13,2019-05-04
36,Marshmello Featuring CHVRCHES,Here With Me,41,37,7,2019-05-04
37,Billie Eilish,When The Party's Over,38,38,24,2019-05-04
38,Offset Featuring Cardi B,Clout,72,39,3,2019-05-04
39,BTS Featuring Halsey,Boy With Luv,8,40,2,2019-05-04
40,Ariana Grande,"Thank U, Next",34,41,25,2019-05-04
41,Post Malone,Better Now,39,42,52,2019-05-04
42,Blake Shelton,God's Country,46,43,4,2019-05-04
43,Chase Rice,Eyes On You,44,44,10,2019-05-04
44,Lauren Daigle,You Say,40,45,41,2019-05-04
45,DaBaby,Suge,51,46,4,2019-05-04
46,Pinkfong,Baby Shark,43,47,17,2019-05-04
47,Morgan Wallen,Whiskey Glasses,55,48,8,2019-05-04
48,Brett Young,Here Tonight,42,49,16,2019-05-04
49,5 Seconds Of Summer,Youngblood,47,50,47,2019-05-04
50,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle,27,51,4,2019-05-04
51,Kane Brown,Good As You,54,52,9,2019-05-04
52,Thomas Rhett,Look What God Gave Her,53,53,8,2019-05-04
53,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,48,54,18,2019-05-04
54,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,52,55,11,2019-05-04
55,Old Dominion,Make It Sweet,57,56,17,2019-05-04
56,Lil Baby,Close Friends,58,57,26,2019-05-04
57,YK Osiris,Worth It,60,58,10,2019-05-04
58,Kelsea Ballerini,Miss Me More,63,59,12,2019-05-04
59,Polo G Featuring Lil Tjay,Pop Out,74,60,5,2019-05-04
60,Jon Pardi,Night Shift,70,61,10,2019-05-04
61,P!nk,Walk Me Home,71,62,8,2019-05-04
62,YNW Melly Featuring Kanye West,Mixed Personalities,59,63,14,2019-05-04
63,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been Waiting,62,64,7,2019-05-04
64,Billie Eilish,You Should See Me In A Crown,65,65,5,2019-05-04
65,Juice WRLD,Robbery,61,66,10,2019-05-04
66,Lee Brice,Rumor,69,67,7,2019-05-04
67,Eli Young Band,Love Ain't,81,68,2,2019-05-04
68,Jonas Brothers,Cool,75,69,3,2019-05-04
69,Mabel,Don't Call Me Up,67,70,5,2019-05-04
70,Pedro Capo X Farruko,Calma,0,71,6,2019-05-04
71,Summer Walker X Drake,Girls Need Love,77,72,9,2019-05-04
72,Billie Eilish,Wish You Were Gay,64,73,8,2019-05-04
73,Maren Morris,GIRL,79,74,8,2019-05-04
74,Beyonce,Before I Let Go,0,75,1,2019-05-04
75,Megan Thee Stallion,Big Ole Freak,84,76,3,2019-05-04
76,Yo Gotti Featuring Lil Baby,Put A Date On It,85,77,13,2019-05-04
77,Florida Georgia Line,Talk You Out Of It,93,78,10,2019-05-04
78,Ella Mai,Shot Clock,78,79,13,2019-05-04
79,Panic! At The Disco,"Hey Look Ma, I Made It",96,80,2,2019-05-04
80,Lauv & Troye Sivan,I'm So Tired...,94,81,3,2019-05-04
81,Lil Uzi Vert,That's A Rack,76,82,2,2019-05-04
82,Anuel AA & Karol G,Secreto,0,83,9,2019-05-04
83,Billie Eilish,Ocean Eyes,91,84,10,2019-05-04
84,Imagine Dragons,Bad Liar,80,85,9,2019-05-04
85,BLACKPINK,Kill This Love,73,86,3,2019-05-04
86,Avicii Featuring Aloe Blacc,SOS,68,87,2,2019-05-04
87,Ski Mask The Slump God,Faucet Failure,89,88,9,2019-05-04
88,Cody Johnson,On My Way To You,100,89,9,2019-05-04
89,French Montana Featuring Blueface & Lil Tjay,Slide,0,90,1,2019-05-04
90,Khalid & Kane Brown,Saturday Nights,86,91,12,2019-05-04
91,Lil Baby,Pure Cocaine,0,92,16,2019-05-04
92,Brett Eldredge,Love Someone,0,93,1,2019-05-04
93,Scotty McCreery,This Is It,97,94,20,2019-05-04
94,Billie Eilish,My Strange Addiction,88,95,4,2019-05-04
95,NLE Choppa,Shotta Flow,0,96,1,2019-05-04
96,Alec Benjamin + Alessia Cara,Let Me Down Slowly,99,97,9,2019-05-04
97,Billie Eilish,Xanny,90,98,4,2019-05-04
98,Michael Ray,One That Got Away,87,99,9,2019-05-04
99,Taylor Swift Featuring Brendon Urie,ME!,0,100,1,2019-05-04
0,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,1,1,7,2019-04-27
1,Post Malone,Wow.,3,2,17,2019-04-27
2,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),2,3,26,2019-04-27
3,Ariana Grande,7 Rings,4,4,13,2019-04-27
4,Halsey,Without Me,5,5,28,2019-04-27
5,Jonas Brothers,Sucker,6,6,7,2019-04-27
6,Sam Smith & Normani,Dancing With A Stranger,12,7,14,2019-04-27
7,BTS Featuring Halsey,Boy With Luv,0,8,1,2019-04-27
8,Billie Eilish,Bad Guy,11,9,3,2019-04-27
9,Cardi B & Bruno Mars,Please Me,7,10,9,2019-04-27
10,J. Cole,Middle Child,9,11,13,2019-04-27
11,Marshmello & Bastille,Happier,10,12,35,2019-04-27
12,Ava Max,Sweet But Psycho,16,13,18,2019-04-27
13,Blueface,Thotiana,17,14,14,2019-04-27
14,Meek Mill Featuring Drake,Going Bad,15,15,20,2019-04-27
15,Lady Gaga & Bradley Cooper,Shallow,13,16,29,2019-04-27
16,Khalid,Better,8,17,31,2019-04-27
17,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",19,18,10,2019-04-27
18,"benny blanco, Halsey & Khalid",Eastside,14,19,40,2019-04-27
19,Khalid,Talk,18,20,10,2019-04-27
20,Panic! At The Disco,High Hopes,20,21,37,2019-04-27
21,21 Savage,A Lot,22,22,17,2019-04-27
22,Maroon 5 Featuring Cardi B,Girls Like You,23,23,47,2019-04-27
23,Luke Combs,Beautiful Crazy,21,24,23,2019-04-27
24,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,24,25,22,2019-04-27
25,Travis Scott,Sicko Mode,25,26,37,2019-04-27
26,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle,26,27,3,2019-04-27
27,Lil Uzi Vert,Sanguine Paradise,0,28,1,2019-04-27
28,YNW Melly,Murder On My Mind,28,29,13,2019-04-27
29,Dean Lewis,Be Alright,29,30,25,2019-04-27
30,Billie Eilish,Bury A Friend,30,31,12,2019-04-27
31,Lil Baby & Gunna,Drip Too Hard,32,32,31,2019-04-27
32,Mustard & Migos,Pure Water,33,33,12,2019-04-27
33,Ariana Grande,"Thank U, Next",31,34,24,2019-04-27
34,Calboy,Envy Me,34,35,18,2019-04-27
35,City Girls,Act Up,40,36,7,2019-04-27
36,A Boogie Wit da Hoodie,Look Back At It,36,37,19,2019-04-27
37,Billie Eilish,When The Party's Over,39,38,23,2019-04-27
38,Post Malone,Better Now,37,39,51,2019-04-27
39,Lauren Daigle,You Say,35,40,40,2019-04-27
40,Marshmello Featuring CHVRCHES,Here With Me,46,41,6,2019-04-27
41,Brett Young,Here Tonight,45,42,15,2019-04-27
42,Pinkfong,Baby Shark,42,43,16,2019-04-27
43,Chase Rice,Eyes On You,52,44,9,2019-04-27
44,Bad Bunny Featuring Drake,MIA,47,45,27,2019-04-27
45,Blake Shelton,God's Country,49,46,3,2019-04-27
46,5 Seconds Of Summer,Youngblood,43,47,46,2019-04-27
47,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,50,48,17,2019-04-27
48,Dan + Shay,Tequila,38,49,50,2019-04-27
49,Cardi B,Money,44,50,26,2019-04-27
50,DaBaby,Suge,63,51,3,2019-04-27
51,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,54,52,10,2019-04-27
52,Thomas Rhett,Look What God Gave Her,48,53,7,2019-04-27
53,Kane Brown,Good As You,53,54,8,2019-04-27
54,Morgan Wallen,Whiskey Glasses,62,55,7,2019-04-27
55,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,64,56,11,2019-04-27
56,Old Dominion,Make It Sweet,60,57,16,2019-04-27
57,Lil Baby,Close Friends,65,58,25,2019-04-27
58,YNW Melly Featuring Kanye West,Mixed Personalities,56,59,13,2019-04-27
59,YK Osiris,Worth It,61,60,9,2019-04-27
60,Juice WRLD,Robbery,59,61,9,2019-04-27
61,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been Waiting,67,62,6,2019-04-27
62,Kelsea Ballerini,Miss Me More,66,63,11,2019-04-27
63,Billie Eilish,Wish You Were Gay,51,64,7,2019-04-27
64,Billie Eilish,You Should See Me In A Crown,68,65,4,2019-04-27
65,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",Blue On Black,0,66,1,2019-04-27
66,Mabel,Don't Call Me Up,80,67,4,2019-04-27
67,Avicii Featuring Aloe Blacc,SOS,0,68,1,2019-04-27
68,Lee Brice,Rumor,78,69,6,2019-04-27
